Ev_x,Ev_y,Ev_z
0.32743759582920406,0.24917658244765778,0.91142506636437
0.15758347837603745,0.11366562524212516,0.9809421863602491
0.13485574481491555,0.07719200835143093,0.9878538970602316
0.1381411564165316,0.11004318592553179,0.9842802030597091
0.12828840074049494,0.10723841774978833,0.9859219076549461
0.13245962537124953,0.11923464755082369,0.9839906231615924
0.15384039268632949,0.16119253946628695,0.9748590148316452
0.1371467156573227,0.16075471419299747,0.9774194085699021
0.14423994523534187,0.18338283730590393,0.9724019607035672
0.13017948970526863,0.1521443223318451,0.9797476234430272
0.114536721978021,0.11226954294070111,0.9870546535255359
0.1314446117302979,0.11482764380763817,0.9846506620444926
0.132772421849295,0.0993000786941752,0.9861597124034238
0.14612137345406587,0.10349418427301486,0.983838146262667
0.15783109914955126,0.10611903936164527,0.9817474693760133
0.14618582247158546,0.07953528204951939,0.9860546862206019
0.18041278830596694,0.08732521347036276,0.979706860702742
0.17989252060887526,0.0658626298187673,0.9814788815977354
0.1956853513076918,0.05013732295899086,0.9793842413119027
0.39665592092610386,0.0894511316757235,0.9135986949619602
0.16955093519007608,0.0221234356318592,0.9852730758383756
0.14165056348565683,0.034268708857761926,0.9893233917468128
0.12599095306775757,0.06020911280662388,0.9902025764863053
0.1511030164792132,0.07653365684799052,0.9855508499211783
0.16554910698598882,0.08577816471017076,0.9824640449579293
0.15732500005224193,0.09947887561435326,0.9825236880936083
0.1609198865799249,0.11739595525373346,0.9799607031882286
0.1371721860181142,0.12836214037399382,0.9821949665425999
0.10575354148909182,0.11595311714259253,0.9876087601309697
0.0896454878512674,0.11423694162164973,0.9894006305217519
0.08121788376822256,0.09684181111584794,0.9919805033245431
0.11145888437056596,0.08628179938574235,0.9900163474355499
0.12393304068600831,0.09911240179824785,0.9873283816624046
0.12721647832389882,0.08564498593389894,0.988170483280718
0.12990543415909658,0.07417996782693632,0.9887476475568128
0.1467737188542372,0.0879964013459232,0.9852482472980424
0.15831482264019994,0.06363975949241557,0.9853356777992714
0.17553634166139354,0.04511658258450847,0.9834386034379724
0.42801778266942253,0.0311822458416431,0.903232221116487
0.16694057699541862,0.006436661232107346,0.9859459483889672
0.13264989733580654,0.004105592088087221,0.9911544525705397
0.15165103895790444,0.029511141550635413,0.9879934488180407
0.15406964830253111,0.041572667795993924,0.9871850164808309
0.15802618496141566,0.058969206350795354,0.9856725407400259
0.15771626137369282,0.07077649609706715,0.9849448047979779
0.14651027717295703,0.06247314653808628,0.9872344425942269
0.1416690799099984,0.04869454697621379,0.98871568860428
0.107427536824276,0.054914037816939654,0.9926952063863855
0.05240994767021993,0.06824166912095062,0.9962912586090432
0.051008156907947924,0.04714424504071885,0.9975848776361814
0.07092366925584635,0.04882946136934277,0.9962858610066024
0.10125719320412253,0.06355009082617921,0.992828467954262
0.10110572307570906,0.06385552364507213,0.9928243071467134
0.11068062768475284,0.07732439738181124,0.9908434468799038
0.1323237781041504,0.06436122972954511,0.9891147809308808
0.15290435895259955,0.060957070234256394,0.986359210734989
0.1631284667745257,0.043177654302768695,0.9856595728225356
0.409151100328242,0.12932420626075242,0.9032555711288004
0.15852627888537102,0.03564032008689692,0.9867112984489744
0.12759482685586357,0.009977504774979556,0.9917761892473965
0.1316639970361018,0.01918063958783311,0.9911088209422209
0.14207420141392157,0.027402201437017534,0.9894766498755801
0.1516303133255792,0.053429876904864525,0.9869921460349711
0.15579131028397905,0.04378647357314844,0.9868190372971273
0.12434872311183975,0.02380082656336328,0.9919530814082671
0.12243783332493365,0.008263822340792572,0.9924417797589015
0.08006722466178182,0.005249079198978498,0.9967756451190621
0.044827810666218236,0.017759629327928985,0.9988368550253881
0.03139366501310725,0.004814552825413968,0.9994955016797907
0.03492986663060375,0.0014544600185428707,0.999388707642438
0.06513263152613596,0.0011713182899565472,0.997875928321725
0.07696467525407354,0.018844058461286662,0.9968557268851608
0.10291130266110717,0.04779773316368054,0.9935414639002277
0.11675752844159537,0.03492002790266731,0.9925463572062955
0.1409966511204757,0.04167797438819209,0.9891323929705811
0.16973554485015277,0.03787926558484608,0.9847613954929257
0.6640480958480945,0.24381165460739007,0.7068210547784541
0.43879466442788817,0.25943363534288955,0.8603217022267831
0.1564913305999432,0.12003007551697595,0.9803587325150159
0.11123567678864073,0.11510696501126426,0.9871053696618556
0.13180911369143766,0.09555441457123921,0.9866588627300853
0.1332274114346955,0.06886105409293647,0.9886903519664891
0.14890634405470096,0.07328243723727526,0.9861321336883956
0.1425418360043078,0.02606621613855924,0.9894454898400108
0.13260307318873754,0.01435444369216805,0.9910652727884227
0.12681473346828895,0.025929709258194187,0.9915874512886659
0.0889312395516232,0.026745034997933705,0.9956786317556339
0.05142793604004946,0.0234473492364287,0.9984014168702113
0.050488710390768965,0.00628118436799191,0.9987048797547813
0.0492679468020039,0.005532708458979558,0.9987702731634651
0.050671307673105445,0.007811655381677416,0.9986848334779576
0.0807300257166712,0.015450835266109469,0.9966162424109718
0.09676779718353878,0.0018234700353426932,0.9953053141550465
0.13157208123021383,0.0020675352791512977,0.9913044500750614
0.1494919168030338,0.01646421224485789,0.988625862763923
0.1819056453588884,0.031724833528086395,0.9828040858300201
0.6010337303779588,0.41766434242599465,0.6814065981584099
0.38126689463768376,0.450626985363466,0.8071994023260746
0.16684846037555728,0.24662055139553846,0.9546412388429839
0.11073311962580439,0.17365502859731283,0.9785612434900556
0.12861257804877987,0.16684466115228494,0.9775590334156938
0.1255656907832126,0.13254442189759832,0.9831913514275673
0.14315255449691092,0.10761115470716767,0.9838329052860548
0.13924837543570961,0.04794394070315083,0.9890961876826584
0.14372821558587032,0.013131433671663513,0.9895300730620714
0.1444099111048564,0.021301294849735704,0.989288649693512
0.09836172750235142,0.031209266984051107,0.9946612248484764
0.07064830316263991,0.03195360026986515,0.9969893603695243
0.06481701655558879,0.04616159890935156,0.996828902646269
0.055670054526976584,0.04109169590306827,0.997603286660972
0.06255367895862925,0.0349169652446846,0.9974306205380113
0.07292169603611566,0.03344764158384887,0.9967766457535483
0.10114395526999032,0.01967210887735224,0.9946772885939739
0.13908429699557529,0.028804486364188454,0.9898615357182752
0.13641701955075194,0.04274437881523861,0.9897289097811527
0.1598347899013991,0.0956474152736229,0.9824990645739319
0.4132091545406611,0.5250232443403613,0.7440489147267895
0.18654581649611976,0.2678518970990394,0.9452280251707741
0.11685598497544003,0.20280631389885312,0.9722213111314624
0.10652585388850865,0.17229624810777724,0.9792682193052664
0.10488209492492775,0.1398194216259774,0.984606660296555
0.1373857611474618,0.08135141567639817,0.9871712616366921
0.1505721282682559,0.05664714468478543,0.9869747388802962
0.1602653423200717,0.009938130237136262,0.9870239377129714
0.14394247153056708,0.020705024760838894,0.9893694288986924
0.12398096672842553,0.028975609040516853,0.9918614489785438
0.09897120905475865,0.05245913680856398,0.9937065657142152
0.08927351684463403,0.07580242340663497,0.9931184379498107
0.06878780791585552,0.09048558940834327,0.9935192980468756
