Ev_x,Ev_y,Ev_z
0.9234047689900708,0.38154264811285604,0.04181913769344653
0.9221784586254347,0.3772137827684027,0.08542044566009743
0.8856258879929698,0.43297364115603987,0.16793038016018627
0.8680605174358211,0.4576481506869307,0.19242948901321538
0.8509409050140432,0.5007821945520172,0.15848271133958636
0.848723377260438,0.5242268673729464,0.06967654136065556
0.8468259917003311,0.5306799683538809,0.035559963001591394
0.8232766691840742,0.5654931021020817,0.04932623492768543
0.8123366016453103,0.5789159978931021,0.07046639632322829
0.8015880081955458,0.5928710295230183,0.07720497049681319
0.7979993436416771,0.6014337616796461,0.03839893044503945
0.819420002790524,0.5720661006233928,0.03593376607487827
0.8528337145695679,0.5219851055882397,0.014359834174073735
0.8619028342966013,0.5070585551324136,0.003889202812224747
0.8797822773153632,0.4735941024719256,0.041131139366720755
0.8798065755128891,0.475013673806554,0.017389634299884354
0.8861569203796028,0.45563410658285725,0.084400671690335
0.8337807726788005,0.45892864666388766,0.30691060650032176
0.7475112303498139,0.4670095946594407,0.47236532366054573
0.7512511799327659,0.4627195693857341,0.4706508947798865
0.7860631137637517,0.5267686437123912,0.3234494971111303
0.9510449974739701,0.2967161785243159,0.08644606516009014
0.9581594711243814,0.2816055041481353,0.0512715118571734
0.9516177576265545,0.29197087712805286,0.09579483430166756
0.9368090122547112,0.3146241612568764,0.15297225798084965
0.9204582156127198,0.37177655907791896,0.12057720941882241
0.9013785176250158,0.4284843914935067,0.06259308436695242
0.8947694865070788,0.44652834580600453,4.906742088457149e-05
0.8468905720056173,0.5316092403795388,0.012960501189685548
0.819674197667499,0.5728271481874666,0.00180775483846742
0.7816993602000769,0.6236095745318013,0.007563650907873132
0.791860115663475,0.6105689202437421,0.012773051860028247
0.7879555180029857,0.6157279466832357,0.002279763560758829
0.7988336620778744,0.5982660100539163,0.06278982039646021
0.8181682588936114,0.5662043149228009,0.10006684716627352
0.8241188109253056,0.5602409261121318,0.08341636642818576
0.870180101719698,0.4840708660204072,0.09198906044388683
0.9005667497979893,0.4140077526156268,0.1325786933577326
0.8539611666767136,0.4284968216685626,0.29519620530773466
0.7837804920949206,0.38351678994329813,0.4884700728223093
0.7394764976324146,0.36267747172340115,0.5671327542591937
0.8967994921706105,0.42545539579897884,0.12140171756638868
0.9723008784317836,0.19332787989339167,0.131359554874049
0.9798600721913083,0.18831424385058856,0.06642277085627377
0.9731511734520796,0.2172475939269232,0.0760281299375636
0.9576384897453698,0.25088563757905374,0.14136802967700682
0.9534956114552793,0.2697651328878486,0.13443545668284257
0.9495175651212545,0.31359786171456727,0.008530806190220352
0.904985908421902,0.4109999957112466,0.10990682000285505
0.8817816960105356,0.45462645718331013,0.12560185113976377
0.8556093609551596,0.5084797621427983,0.09685531961181394
0.8295622230638039,0.5573658259849253,0.034203129821434655
0.807687962898945,0.5886521161220856,0.03359822574397709
0.8186121961117048,0.574031375865706,0.019027661414285395
0.8115753208999705,0.5714750818294901,0.12149785740533722
0.7944419355811035,0.5779903943085477,0.18651840412463144
0.8280754172704355,0.526960735294826,0.1913203772992579
0.8718130522033198,0.4715646659352766,0.13254722874991634
0.8983179136428836,0.38843718452528664,0.20528390026099316
0.8602506869054164,0.33519250728956984,0.38420663546546246
0.7762664417178603,0.2670278749233714,0.5710573749428336
0.7436639718292261,0.23230546629667742,0.6268955792888186
0.9796474499781449,0.20065074648749703,0.005491055028723563
0.9731325518857706,0.18100514706744547,0.1423031032528128
0.9796830371451813,0.1954042563660591,0.04514779423206247
0.9730789886941532,0.21965444900252926,0.06977968755561564
0.9604052745975518,0.2496871259980363,0.12360439974386692
0.9567357690774048,0.26882064591863336,0.11131993754829134
0.967414538600756,0.2500652822533126,0.03970472409496653
0.9445030237031808,0.2973280146570644,0.1396785234588236
0.915663442905497,0.3492275868845523,0.19899887408034345
0.8852409385249835,0.4251455263041176,0.18867899253229306
0.8867289272664538,0.4450518086245449,0.1250627729938277
0.8755386398987508,0.4775872308208253,0.07309259197169761
0.8455568640264264,0.533271512264014,0.02559460696020014
0.8089837786305124,0.5590894624997704,0.18156051011829516
0.8059909701813874,0.5380162084930852,0.24681392866852347
0.801911183745292,0.5164706981426137,0.3003272737270221
0.8361585815358866,0.48916314315375703,0.24810934263713508
0.8533442243402621,0.4550021712573339,0.2545125909188543
0.8450530487180761,0.3255200781815805,0.42417216263321983
0.7279304343445412,0.2423864376734167,0.6413782796345372
0.7040748004014808,0.21804624895715094,0.6758213586113797
0.951274397102385,0.19427660273593678,0.23944440491871383
0.973046345942777,0.21336236543881582,0.08750605500057172
0.9679820880494663,0.24988988082738428,0.023784967426322898
0.9614973980104565,0.27127074392383504,0.04398792004779246
0.9381065529252298,0.3212048076538735,0.1295514063944553
0.9443756558696541,0.30659879658356937,0.11896133209689454
0.9454783493567906,0.3206369227696329,0.05711965208559005
0.9261058517391403,0.33140210119122065,0.1802792242621574
0.9136429859009819,0.3302292832366922,0.23707617933254924
0.9142891294609726,0.3494864512068536,0.20477941344855935
