xPlot,yPlot
5.809033705173464,-10.104100413955889
5.809033705173464,-10.03269479207585
5.809033705173464,-9.96128917019581
5.809033705173464,-9.889883548315773
5.809033705173464,-9.818477926435733
5.809033705173464,-9.747072304555694
5.809033705173464,-9.675666682675654
5.809033705173464,-9.604261060795615
5.809033705173464,-9.532855438915576
5.809033705173464,-9.461449817035538
5.809033705173464,-9.390044195155498
5.809033705173464,-9.318638573275459
5.809033705173464,-9.24723295139542
5.809033705173464,-9.17582732951538
5.809033705173464,-9.104421707635343
5.809033705173464,-9.033016085755303
5.809033705173464,-8.961610463875264
5.809033705173464,-8.890204841995224
5.809033705173464,-8.818799220115185
5.809033705173464,-8.747393598235146
5.809033705173464,-8.675987976355108
5.809033705173464,-8.604582354475069
5.809033705173464,-8.53317673259503
5.809033705173464,-8.46177111071499
5.809033705173464,-8.39036548883495
5.809033705173464,-8.318959866954913
5.809033705173464,-8.247554245074873
5.809033705173464,-8.176148623194834
5.809033705173464,-8.104743001314795
5.809033705173464,-8.033337379434755
5.809033705173464,-7.961931757554717
5.809033705173464,-7.890526135674677
5.809033705173464,-7.819120513794639
5.809033705173464,-7.747714891914599
5.809033705173464,-7.67630927003456
5.809033705173464,-7.6049036481545205
5.809033705173464,-7.533498026274482
5.809033705173464,-7.462092404394443
5.809033705173464,-7.390686782514404
5.809033705173464,-7.319281160634365
5.809033705173464,-7.247875538754325
5.809033705173464,-7.176469916874286
5.809033705173464,-7.105064294994247
5.809033705173464,-7.033658673114209
5.809033705173464,-6.962253051234169
5.809033705173464,-6.89084742935413
5.809033705173464,-6.819441807474091
5.809033705173464,-6.748036185594052
5.809033705173464,-6.676630563714013
5.809033705173464,-6.605224941833974
5.809033705173464,-6.533819319953935
5.809033705173464,-6.462413698073895
5.809033705173464,-6.391008076193856
5.809033705173464,-6.319602454313817
5.809033705173464,-6.248196832433779
5.809033705173464,-6.1767912105537395
5.809033705173464,-6.1053855886737
5.809033705173464,-6.033979966793661
5.809033705173464,-5.962574344913622
5.809033705173464,-5.891168723033583
5.809033705173464,-5.819763101153544
5.809033705173464,-5.748357479273505
5.809033705173464,-5.676951857393465
5.809033705173464,-5.605546235513427
5.809033705173464,-5.5341406136333875
5.809033705173464,-5.462734991753348
5.809033705173464,-5.39132936987331
5.809033705173464,-5.31992374799327
5.809033705173464,-5.248518126113231
