Ev_x,Ev_y
0.007152053665851342,0.9999744237371077
0.009781718880413787,0.9999521578434363
0.013202564256377676,0.9999128423503001
0.0175660213779902,0.9998457055430844
0.022950870249186895,0.9997365940860647
0.029228881109608383,0.9995727449811147
0.03579880874042812,0.9993590172169191
0.04106557117732385,0.9991564536467151
0.04134745862138959,0.9991448281733497
0.02811566366285299,0.9996046765880987
0.021433274075686938,0.9997702809957877
0.19240681979380117,0.9813152478672874
0.8595033773024964,0.5111300660356446
0.7894949653751898,0.6137570363321531
0.6054910017396266,0.7958521513524629
0.5450689429425245,0.8383912257648686
0.5270716358944769,0.8498208579668541
0.532189452579495,0.8466252928912161
0.5591346893297194,0.8290768355153568
0.6180372803854449,0.7861487900224504
0.7362635253378587,0.6766949248051656
0.9438318945137439,0.33042602031104756
0.8641132098753834,0.5032974870977022
0.40812164126945216,0.9129275578749546
0.168096889461796,0.985770478231758
0.04576303069325153,0.9989523236980675
0.032613996707208125,0.9994680221091529
0.09671696064086897,0.9953119257420723
0.16270270537505344,0.9866751388697491
0.24437704901815507,0.9696802864414529
0.35898643965403537,0.9333427752677574
0.5300299554860007,0.847978918539552
0.7688879920359356,0.6393834965831908
0.9761918959156658,0.21690869588049616
0.9612857834191436,0.2755533389314006
0.79301969730055,0.6091959944823538
0.5866375311782286,0.809849619999363
0.3260211118228015,0.945362488490962
0.07293794304607677,0.9973364810655466
0.5966622074367623,0.8024924985423167
0.9206634142137702,0.3903573718123483
0.9978144873074593,0.06607759771172196
0.9916099847650277,0.1292657654381135
0.9687411010539041,0.24807393883451292
0.9463878665129923,0.3230325155723285
0.9292464982322421,0.36946034364071545
0.919122262749802,0.39397241796562865
0.9170551450099391,0.3987604055204068
0.9235702836338328,0.38342917362731
0.9382985109474036,0.34582640783185575
0.9591948109556045,0.28274602496912693
0.9815266110238595,0.19132566961078978
0.997413705349331,0.0718741983003491
0.9976610125804681,0.06835571649039443
0.9768803331864201,0.21378684392073574
0.9384909368616021,0.3453038682503173
0.8938879627660101,0.4482904304377155
0.8565861385185611,0.5160040574432146
0.8375287349748717,0.5463932815210956
0.8437159660926208,0.5367898737498646
0.87716405168641,0.48019082293300963
0.9305080965595228,0.36627132325254974
0.9810816391602972,0.19359446609483602
0.9999556295168446,0.009420137874312413
0.9816356768909518,0.1907652952055036
0.9488792633137927,0.3156392619004711
0.9253001235338115,0.3792356541628346
0.9221125716615879,0.3869217042033866
0.9413356631958291,0.3374717309578217
0.9770258106682015,0.21312101090259516
0.9995097954831541,0.03130764656155752
0.8950281882909222,0.44600957631498167
0.49403747949416865,0.8694406068588291
0.0018564325521680234,0.9999982768276049
0.34032331575642305,0.9403084816976576
0.5613702876261659,0.827564740772899
0.7143664008772546,0.6997718523187952
0.8254240338628114,0.5645132100506102
0.9058209177801957,0.4236607899155221
0.9604358261266893,0.27850138939032887
0.9913776388679943,0.13103578577060812
0.9998898389479361,0.01484284233797946
0.9883959446295897,0.1518994951926475
0.9633429938393685,0.26827276458970384
0.9385397660639512,0.34517112787228255
0.9388520170945396,0.3443209113567084
0.9899522189788729,0.1414022777002046
0.8441253219450865,0.5361459137689144
0.328482717954393,0.9445099808923646
0.10414952634141382,0.9945616502574685
0.028782547164052912,0.9995856966657483
0.0028911979189567907,0.9999958204785626
0.005013604820789967,0.9999874318043709
0.006197851271241718,0.9999807931353579
0.005116445760327844,0.9999869109057286
0.0035774828335275277,0.999993600787813
0.002266066748611535,0.9999974324674492
0.001376225110786728,0.9999990530017738
0.0008949568713300327,0.999999599526019
0.0007345357238269403,0.9999997302285988
0.4170996105124027,0.9088607786181566
0.49909531244256333,0.8665470957183229
0.5930646731730671,0.8051548257534841
0.692956885285763,0.72097902544738
0.7883483670946724,0.6152291053738955
0.8680765760986457,0.4964303153805698
0.9258133748265395,0.3779809452767346
0.9623267885746971,0.27189547990268365
0.9828406442671477,0.18445668319835493
0.9932058195587448,0.11637095855342224
0.997872567509453,0.06519462410423353
0.9996209623463262,0.027530558254505965
0.9999999692238867,0.0002480972104228156
0.9998183897236785,0.01905748069264475
0.9994872546347875,0.0320191789809696
0.9992141189375419,0.03963766536858483
0.9990970359910496,0.04248661758600004
0.99916214894684,0.04092676522683528
0.9993767409675176,0.035300561088221764
0.999659589695966,0.026090318681325775
0.9999016553898816,0.014024248592145645
0.9999999934509871,0.00011444660546634128
