Dev_x,Dev_y
0.0010753515567948093,0.15035178755089643
0.0012204750444333103,0.12476505092768789
0.0013306689051450864,0.1007798864927352
0.0013926323827941898,0.07926766553305402
0.001394051253100253,0.060724671292376506
0.001324788774055733,0.04530528371706108
0.00117817999897724,0.0328900554881549
0.0009523184173381023,0.02317062846882819
0.0006511663569616035,0.015735175015136202
0.00028527213836822426,0.010142366441448178
-0.00012813867364774848,0.00597711937554884
-0.0005658910056865518,0.0028861631469523307
-0.0010004943588624998,0.0005949746809822037
-0.001402607737033286,-0.0010903937397612061
-0.0017440713878241645,-0.0022923923924950667
-0.0020010751639124697,-0.00307792964769434
-0.0021569406728989054,-0.0034777306316546553
-0.0022040126727105504,-0.0035062191960499164
-0.0021442938342360056,-0.0031795279034371026
-0.0019886915122943076,-0.0025296328809534807
-0.0017550219952222866,-0.0016130290802377873
-0.0014651689393642285,-0.0005129408579341358
-0.0011419556634957766,0.0006651251355100788
-0.0008063262377389944,0.0018036716719551686
-0.0004753322856603789,0.002787490809941011
-0.00016121969006623263,0.003519233354474811
0.00012834492617479025,0.003933177851928586
0.00038911204448324505,0.0040043427311796664
0.0006185350731023131,0.0037509713052540864
0.0008139694285494547,0.0032298045655334176
0.0009712265218158267,0.002525129523440608
0.0010838122028173586,0.0017339584114681374
0.0011430118026436885,0.0009504932975673534
0.00113880032785362,0.0002530400989974518
0.0010613923649530998,-0.0003042489706222965
0.0009031280901326204,-0.0006937810206809713
0.0006603340009335837,-0.0009115871578394645
0.0003348033163992121,-0.0009708282220637766
-6.539351174103592e-05,-0.0008941756808678105
-0.0005259447739314101,-0.0007073797040718794
-0.001027213530322647,-0.0004355341678579271
-0.0015459164646529943,-0.00010237418633088268
-0.0020573153324060086,0.0002681905641097865
-0.0025375808520617144,0.0006498203455981589
-0.0029659618632813813,0.0010123778586865707
-0.003326437054562598,0.0013225625058753273
-0.0036086358419900595,0.0015468050833333626
-0.003807966481736523,0.0016558069236380713
-0.003925048753916321,0.00162952211307582
-0.003964677261516635,0.0014612514882694867
-0.003934607600333611,0.0011598213898794064
-0.0038444452323632187,0.0007493847340487655
-0.003704831173680979,0.0002669722393208944
-0.0035269860826017334,-0.00024165488847189512
-0.003322535735362099,-0.0007271253238971422
-0.003103439177856844,-0.0011418645731168997
-0.0028818076907834475,-0.0014452446659450132
-0.002669447821411612,-0.0016080646709548572
-0.0024770692719297423,-0.001616009041272322
-0.002313232089661194,-0.001471726992573061
-0.0021832230308910243,-0.0011951739949149845
-0.0020881110857537922,-0.000821932891616098
-0.002024219613351378,-0.0003994343586338662
-0.0019831746459117376,1.868260754965284e-05
-0.0019525732692840054,0.0003794515876858427
-0.0019171989081762685,0.0006377452555763423
-0.0018606231057591456,0.0007625791921093057
-0.0017669917531616586,0.0007414360040821021
-0.0016227948451423752,0.0005817769439653097
-0.001418446147557026,0.0003094091001255099
-0.0011495325562970306,-3.6006809684295604e-05
-0.0008176193585878919,-0.0004074352835825777
-0.00043051719879218074,-0.0007576533160283338
-1.9413863243666692e-06,-0.0010457600394671567
0.0004494597634733891,-0.0012418509347103832
0.0009016549650657204,-0.0013292079646511565
0.0013312076381185034,-0.0013040109859634554
0.0017154354664015142,-0.0011731981891066837
0.002034449496122158,-0.0009515307757327589
0.002272782546442967,-0.000659047777839726
0.002420406884752054,-0.0003199183697447771
0.0024730887099242865,3.671171000984095e-05
0.002432184708263348,0.0003737850518386466
0.0023040962779984175,0.0006416471416021436
0.0020996159030306663,0.0007721854902185296
0.001833318022200716,0.0006723633977635304
0.0015229967783341658,0.00021754101789747153
0.001189001443799274,-0.0007551938663436882
0.000853240953542387,-0.002453385072266707
0.0005376720437251742,-0.005134425607963412
0.00026225346531214737,-0.00910776976522937
4.259028955075756e-05,-0.014730956765179475
-0.00011228189517341931,-0.022395160369840184
-0.00020140796110296953,-0.032495793118180495
-0.00023221345559654757,-0.04538510266897795
-0.00021932634567040324,-0.06130705648650639
-0.0001820106612271039,-0.08031987319893728
-0.0001406742038069146,-0.1022173403799295
-0.00011318071972871911,-0.12646494823217927
-0.00011177360752598674,-0.15216901472173783
-0.06773704305998828,0.14759913494323898
-0.07053881952920185,0.12247201621526582
-0.0728458378977501,0.098896765517365
-0.07470745310778543,0.07772851079053071
-0.07618650773258101,0.059456147751807714
-0.07735120514786714,0.04423513342474896
-0.07826792773095223,0.0319543723530018
-0.0789956127962034,0.022319393273091976
-0.07958199642341471,0.014935718407852471
-0.0800617834955812,0.009380599977773572
-0.08045661937354326,0.005256521952344237
-0.08077661444712463,0.0022246685227754076
-0.08102308322071852,2.010160154556507e-05
-0.08119208358247601,-0.0015475976249009278
-0.08127827391198046,-0.002603798685359839
-0.08127855918636127,-0.0032242261889727
-0.08119499878784205,-0.003452818634351034
-0.08103652517564644,-0.003319343956491955
-0.08081918686962465,-0.0028547418868579842
-0.0805648698662081,-0.002102678902893529
-0.08029873053653101,-0.0011262401183233636
-0.08004583242231544,-9.16097386245694e-06
-0.07982765626689702,0.0011483910953712783
-0.07965919713390048,0.0022387301829842102
-0.07954725338514568,0.003158716033929945
-0.07949026586713472,0.003822764226828331
-0.07947973397518138,0.004174272060243058
-0.07950289421771888,0.0041930984226308254
-0.07954607683487598,0.003897445772090945
-0.07959802050461852,0.003339636867950316
-0.07965245413038441,0.0025966068469473786
-0.07970943696380714,0.0017571068888967763
-0.07977523558628255,0.0009083155654967902
-0.07986083715921373,0.00012457023371453956
-0.07997947780877722,-0.0005397534299613349
-0.08014374332386173,-0.0010523784306646308
-0.08036284538474456,-0.0014007949412277898
-0.08064059229877796,-0.0015870794095544552
-0.08097438959784582,-0.0016220154172914823
-0.0813553720790551,-0.001520488272265008
-0.08176953922383533,-0.001299332229911524
-0.08219958736514413,-0.0009777028290612283
-0.08262703524470938,-0.0005790249106549661
-0.08303423513023661,-0.00013298176783687544
-0.08340594006668164,0.0003239566051856363
-0.0837302342048804,0.0007503690198372031
-0.08399879358342592,0.0011040731976796195
-0.08420659362097924,0.0013477873012561013
-0.0843512862854267,0.001454853154413147
-0.08443251407659334,0.001413586672651103
-0.08445140283113382,0.0012292534217376052
-0.08441038899398981,0.0009233519697902349
-0.0843134111212973,0.0005305586166088883
-0.08416636155032338,9.412800628365402e-05
-0.08397758733006669,-0.0003393351900761442
-0.08375817958916483,-0.0007249692569201162
-0.08352181404425046,-0.0010241304197581055
-0.08328399962341906,-0.0012080234588221074
-0.08306073462651166,-0.0012603913687682813
-0.08286672360745936,-0.0011791583977240783
-0.0827134326792316,-0.000976839185135604
-0.0826073240967443,-0.0006794754618696448
-0.08254859848929384,-0.0003239286845633857
-0.08253069174023295,4.642465331955055e-05
-0.0825406470822723,0.00038721447176224606
-0.08256034325682807,0.000659079509776883
-0.08256843575373703,0.0008331593345981915
-0.08254277895698987,0.0008950366857820029
-0.08246304816990863,0.0008463068743049438
-0.08231326734055783,0.0007034097851710098
-0.08208396192906106,0.0004939596423260361
-0.08177368977694163,0.00025138815613660377
-0.08138975454135329,9.106651486026326e-06
-0.08094797941898649,-0.00020453381711612508
-0.08047151667219862,-0.00036948252485944353
-0.07998878764683819,-0.00047497944184807646
